trace_name,event_id,n_candidates,sampling_rate_hz,true_s_sample,c1_sample,c1_index,c1_fixed_score,c1_prob,c1_source,c1_resid_s,c1_resid_sp,c1_stead_prob,c1_ida_prob,c1_delta_sp,c2_sample,c2_index,c2_fixed_score,c2_prob,c2_source,c2_resid_s,c2_resid_sp,c2_stead_prob,c2_ida_prob,c2_delta_sp,margin_fixed,c1_ok,c2_ok,ae_c1,ae_c2,snr_db,p_switch,switched,pred_scalar,pred_fixed,pred_resid
21545621.IV.GIGS..HH,21545621,2,100.0,2259.0,2267.0,0,-0.05365047878199889,0.9098716974258423,stead,-0.2013258463281371,-0.05416931417737292,0.9098716974258423,0.0,5.4099999999999975,2260.0,1.0,-0.21254317592437683,0.6538481116294861,ida,-0.2713258463281374,-0.12416931417737231,0.0,0.6538481116294861,5.339999999999998,0.15889269714237794,True,True,0.08,0.01,10.587,0.3896533250808716,False,2267.0,2267.0,2267.0
21545621.IV.GUMA..HH,21545621,3,100.0,2341.0,2330.0,0,-1.3171871558863706,0.8873597383499146,stead+ida,0.6295865463636225,-0.09618741564409206,0.8873597383499146,0.6075717210769653,6.26,11243.0,1.0,-37.53016953750274,0.25217899680137634,stead+ida,89.75958654636362,89.03381258435591,0.25217899680137634,0.24032899737358093,95.39,36.21298238161637,True,False,0.11,89.02,8.033,0.0,False,2330.0,2330.0,2330.0
21545621.IV.GUMA..HN,21545621,2,100.0,2435.0,2436.0,0,-1.7215551258311548,0.857020914554596,stead+ida,0.74958654636362,0.3338125843559059,0.857020914554596,0.5385680198669434,6.689999999999998,11061.0,1.0,-37.35240356412487,0.3598441779613495,ida,86.99958654636362,86.58381258435591,0.0,0.3598441779613495,92.94,35.63084843829372,True,False,0.01,86.26,5.069,0.0,False,2436.0,2436.0,2436.0
21545621.IV.LNSS..HH,21545621,3,100.0,2003.0,2006.0,0,-0.9492737755055468,0.8935015201568604,stead,0.08782762770186814,0.17789628793525303,0.8935015201568604,0.0,2.92,2000.0,1.0,-1.214878912051381,0.6637667417526245,ida,0.027827627701869417,0.11789628793525297,0.0,0.6637667417526245,2.86,0.2656051365458342,True,True,0.03,0.03,20.74,0.578680694103241,True,2000.0,2006.0,2006.0
21545621.IV.LNSS..HN,21545621,1,100.0,1969.0,1972.0,0,-0.05035447927705892,0.9041961431503296,stead+ida,0.08782762770186814,0.17789628793525303,0.9041961431503296,0.5822677612304688,2.92,,,,,,,,0.0,0.0,,0.0,True,False,0.03,,21.499,,False,1972.0,1972.0,1972.0
21545621.IV.MC2..EH,21545621,4,100.0,2429.0,2448.0,0,-1.5734944670517048,0.8720507621765137,stead,-0.40431973587920034,-0.26992871394915596,0.8720507621765137,0.0,4.379999999999998,2442.0,1.0,-1.6429663411797253,0.5694503784179688,ida,-0.46431973587919906,-0.32992871394915646,0.0,0.5694503784179688,4.319999999999998,0.06947187412802047,True,True,0.19,0.13,27.753,0.37306010723114014,False,2448.0,2448.0,2448.0
21545621.IV.MF5..EH,21545621,1,100.0,2464.0,2459.0,0,-0.06321790045558195,0.8812307119369507,stead+ida,0.9199424585600564,0.579555784562956,0.8812307119369507,0.638458251953125,6.34,,,,,,,,0.0,0.0,,0.0,True,False,0.05,,19.896,,False,2459.0,2459.0,2459.0
21545621.IV.MOMA..HH,21545621,1,100.0,2410.0,2442.0,0,-0.6543451545946792,0.6906892657279968,stead+ida,0.35427683577936264,-0.8715866670636778,0.6906892657279968,0.27309590578079224,6.9099999999999975,,,,,,,,0.0,0.0,,0.0,True,False,0.32,,11.354,,False,2442.0,2442.0,2442.0
21545621.IV.MOMA..HN,21545621,2,100.0,2419.0,2459.0,1,-1.4519048559622865,0.2017260491847992,ida,0.43427683577936094,-0.7015866670636779,0.0,0.2017260491847992,7.079999999999997,2491.0,0.0,-2.832129320623273,0.2480638027191162,stead,0.7542768357793612,-0.3815866670636776,0.2480638027191162,0.0,7.399999999999998,1.3802244646609865,True,False,0.4,0.72,5.335,0.0976148247718811,False,2459.0,2459.0,2459.0
21545621.IV.MTRA..EH,21545621,1,100.0,2228.0,2230.0,0,-0.006957065641399924,0.9861822128295898,stead+ida,-0.4786021141972334,-0.2683456957941175,0.9861822128295898,0.772488534450531,2.6,,,,,,,,0.0,0.0,,0.0,True,False,0.02,,33.021,,False,2230.0,2230.0,2230.0
21545621.IV.MTRA..HN,21545621,1,100.0,2306.0,2308.0,0,-0.00830269298418977,0.9835317134857178,stead+ida,-0.47860211419723697,-0.24834569579411747,0.9835317134857178,0.7227463722229004,2.62,,,,,,,,0.0,0.0,,0.0,True,False,0.02,,33.72,,False,2308.0,2308.0,2308.0
21545621.IV.NRCA..HH,21545621,1,100.0,2255.0,2255.0,0,-0.009267886918717242,0.9868947267532349,stead+ida,-0.5967582954628314,-0.2874828247643313,0.9868947267532349,0.7793691754341125,2.93,,,,,,,,0.0,0.0,,0.0,True,False,0.0,,38.25,,False,2255.0,2255.0,2255.0
21545621.IV.NRCA..HN,21545621,1,100.0,2062.0,2063.0,0,-0.014004237912168442,0.9888756275177002,stead+ida,-0.5867582954628334,-0.2774828247643337,0.9888756275177002,0.7970281839370728,2.9399999999999977,,,,,,,,0.0,0.0,,0.0,True,False,0.01,,33.281,,False,2063.0,2063.0,2063.0
21545621.IV.RM33..EH,21545621,1,100.0,1907.0,1907.0,0,-0.21057150676300498,0.9690475463867188,stead+ida,0.1506555024383358,0.23269452288078485,0.9690475463867188,0.7084963321685791,3.13,,,,,,,,0.0,0.0,,0.0,True,False,0.0,,27.936,,False,1907.0,1907.0,1907.0
21545621.IV.RM33..HN,21545621,1,100.0,1896.0,1898.0,0,-0.17460724786568513,0.9692860841751099,stead+ida,0.1606555024383356,0.18269452288078503,0.9692860841751099,0.6737841963768005,3.08,,,,,,,,0.0,0.0,,0.0,True,False,0.02,,25.448,,False,1898.0,1898.0,1898.0
21545621.IV.SMA1..EH,21545621,1,100.0,1900.0,1937.0,0,-0.1409209414059078,0.7544592618942261,stead+ida,0.5859487194790107,0.4484129151330456,0.7544592618942261,0.3727183938026428,2.3599999999999977,,,,,,,,0.0,0.0,,0.0,True,False,0.37,,36.305,,False,1937.0,1937.0,1937.0
21545621.IV.SNTG..HH,21545621,2,100.0,2787.0,2805.0,0,-1.0974868343469038,0.7857500910758972,stead,0.33576276820708983,0.39999171833968816,0.7857500910758972,0.0,9.76,2796.0,1.0,-1.1283787043468485,0.5259636640548706,ida,0.24576276820708998,0.3099917183396883,0.0,0.5259636640548706,9.67,0.030891869999944754,True,True,0.18,0.09,10.934,0.8771229982376099,True,2796.0,2805.0,2796.0
21545621.IV.SNTG..HN,21545621,1,100.0,2795.0,2816.0,0,-1.1084176354258273,0.7398527264595032,stead+ida,0.3657627682070874,0.6299917183396868,0.7398527264595032,0.2538222372531891,9.989999999999998,,,,,,,,0.0,0.0,,0.0,True,False,0.21,,6.333,,False,2816.0,2816.0,2816.0
21545621.IV.T1299..EH,21545621,1,100.0,2017.0,2021.0,0,-0.18977313711355923,0.9824897646903992,stead+ida,0.45413088733924045,0.1858864202481001,0.9824897646903992,0.6840760707855225,1.68,,,,,,,,0.0,0.0,,0.0,True,False,0.04,,28.019,,False,2021.0,2021.0,2021.0
21545621.IV.T1299..HN,21545621,1,100.0,2003.0,2007.0,0,-0.10221134290633152,0.984824538230896,stead+ida,0.45413088733924045,0.1958864202481001,0.984824538230896,0.6878573894500732,1.69,,,,,,,,0.0,0.0,,0.0,True,False,0.04,,27.184,,False,2007.0,2007.0,2007.0
21545621.IV.TERO..HH,21545621,1,100.0,2224.0,2224.0,0,-0.042950937822695164,0.9182009696960449,stead+ida,-0.42902802003800566,-0.2587350068938541,0.9182009696960449,0.5924445390701294,4.45,,,,,,,,0.0,0.0,,0.0,True,False,0.0,,26.154,,False,2224.0,2224.0,2224.0
21545621.IV.TERO..HN,21545621,2,100.0,2336.0,2338.0,0,-0.027666708091426268,0.94617760181427,stead,-0.4090280200380043,-0.24873500689385697,0.94617760181427,0.0,4.459999999999997,2332.0,1.0,-0.23251355998219675,0.6323496103286743,ida,-0.46902802003800304,-0.3087350068938566,0.0,0.6323496103286743,4.399999999999998,0.20484685189077048,True,True,0.02,0.04,30.745,0.3563583791255951,False,2338.0,2338.0,2338.0
21549041.IV.ARVD..HH,21549041,2,100.0,2413.0,2417.0,0,-0.1271625088925631,0.9042065143585205,stead,0.04525936162808897,0.13483612830354197,0.9042065143585205,0.0,6.069999999999998,2411.0,1.0,-0.2977211839320113,0.6920492649078369,ida,-0.014740638371913306,0.07483612830354236,0.0,0.6920492649078369,6.009999999999998,0.17055867503944822,True,True,0.04,0.02,10.22,0.6283062100410461,True,2411.0,2417.0,2417.0
21549041.IV.ASSB..HH,21549041,4,100.0,2085.0,2082.0,0,-0.3727282587222821,0.9483115673065186,stead,-0.1042779636782285,0.06985266732194528,0.9483115673065186,0.0,4.44,2075.0,1.0,-0.44246469832681967,0.7064578533172607,ida,-0.1742779636782288,-0.00014733267805500105,0.0,0.7064578533172607,4.37,0.06973643960453757,True,True,0.03,0.1,19.486,0.4361298680305481,False,2082.0,2082.0,2082.0
21549041.IV.ATFO..HH,21549041,1,100.0,2549.0,2560.0,0,-0.1636869098753307,0.7208142280578613,stead+ida,0.38276491309983207,0.46173277738048757,0.7208142280578613,0.45006370544433594,6.679999999999998,,,,,,,,0.0,0.0,,0.0,True,False,0.11,,4.067,,False,2560.0,2560.0,2560.0
21549041.IV.ATFO..HN,21549041,2,100.0,2549.0,2570.0,0,-1.2046316310517668,0.32500332593917847,ida,0.48276491309982994,0.671732777380492,0.0,0.32500332593917847,6.890000000000002,2576.0,1.0,-1.43212305025849,0.319379061460495,stead,0.5427649130998322,0.7317327773804916,0.319379061460495,0.0,6.950000000000002,0.22749141920672322,True,True,0.21,0.27,3.238,0.12314911186695099,False,2570.0,2570.0,2570.0
21549041.IV.ATVO..HH,21549041,2,100.0,2845.0,2839.0,0,-0.09875479030092585,0.8453208208084106,stead,0.18022569722144155,0.15121845009033663,0.8453208208084106,0.0,7.94,2831.0,1.0,-0.3504244833795407,0.497866690158844,ida,0.10022569722143615,0.07121845009033656,0.0,0.497866690158844,7.86,0.25166969307861486,True,True,0.06,0.14,3.368,0.7367519736289978,True,2831.0,2839.0,2839.0
21549041.IV.ATVO..HN,21549041,1,100.0,2781.0,2770.0,0,-1.0935589851417276,0.11561385542154312,stead+ida,0.1302256972214373,-1.7687815499096642,0.023369671776890755,0.11561385542154312,6.02,,,,,,,,0.0,0.0,,0.0,True,False,0.11,,1.537,,False,2770.0,2770.0,2770.0
21549041.IV.CESI..HH,21549041,1,100.0,1978.0,1979.0,0,-1.7504660085609256,0.9892922043800354,stead+ida,0.24153476034740873,0.2544065742956749,0.9892922043800354,0.8105243444442749,2.980000000000002,,,,,,,,0.0,0.0,,0.0,True,False,0.01,,15.192,,False,1979.0,1979.0,1979.0
21549041.IV.EL6..EH,21549041,2,100.0,2420.0,2419.0,0,-1.4954183109376777,0.9658025503158569,stead,-0.10755879210901043,0.1089160607777564,0.9658025503158569,0.0,3.8,2413.0,1.0,-1.8579753614425178,0.6514970660209656,ida,-0.1675587921090127,0.04891606077775679,0.0,0.6514970660209656,3.74,0.3625570505048401,True,True,0.01,0.07,32.528,0.4173460006713867,False,2419.0,2419.0,2419.0
21549041.IV.FDMO..HH,21549041,1,100.0,2039.0,2039.0,0,-0.044907470068073906,0.9757286906242371,stead+ida,-0.009775442078361785,0.1837082896014901,0.9757286906242371,0.7639175653457642,2.4900000000000024,,,,,,,,0.0,0.0,,0.0,True,False,0.0,,27.144,,False,2039.0,2039.0,2039.0
21549041.IV.FEMA..HN,21549041,2,100.0,2276.0,2279.0,0,-0.13413727157340438,0.953343391418457,stead+ida,-0.07408645152863791,0.30844831708984133,0.953343391418457,0.7235500812530518,3.349999999999998,5879.0,1.0,-37.40775689901883,0.32213297486305237,ida,35.925913548471364,36.30844831708985,0.0,0.32213297486305237,39.35,37.27361962744543,True,False,0.03,36.03,16.386,4.0756121237593715e-39,False,2279.0,2279.0,2279.0
21549041.IV.FOSV..EH,21549041,2,100.0,2313.0,2315.0,0,-0.01259538412974321,0.9826372861862183,stead+ida,0.02212224150980724,0.027005686036440046,0.9826372861862183,0.7018947601318359,4.15,10713.0,1.0,-37.82468356200166,0.13992562890052795,ida,84.00212224150981,84.00700568603644,0.0,0.13992562890052795,88.13,37.812088177871914,True,False,0.02,84.0,15.968,0.0,False,2315.0,2315.0,2315.0
21549041.IV.FOSV..HN,21549041,1,100.0,2338.0,2340.0,0,-0.1093173965584172,0.8043336868286133,stead+ida,0.02212224150980724,0.05700568603643941,0.8043336868286133,0.7067773342132568,4.18,,,,,,,,0.0,0.0,,0.0,True,False,0.02,,9.554,,False,2340.0,2340.0,2340.0
21549041.IV.FRON..EH,21549041,3,100.0,2870.0,2875.0,0,-0.08225876863108006,0.8752838373184204,stead,0.0323396966932048,0.1744786938987657,0.8752838373184204,0.0,7.0,2864.0,1.0,-0.26355549517539906,0.6593193411827087,ida,-0.07766030330679463,0.06447869389876537,0.0,0.6593193411827087,6.89,0.181296726544319,True,True,0.05,0.06,13.77,0.6113089919090271,True,2864.0,2875.0,2875.0
21549041.IV.GAG1..HN,21549041,1,100.0,2027.0,2015.0,0,-0.10891515707888803,0.8170531988143921,stead+ida,0.3393336636106348,0.2974934501803941,0.8170531988143921,0.5050480961799622,2.639999999999998,,,,,,,,0.0,0.0,,0.0,True,False,0.12,,8.852,,False,2015.0,2015.0,2015.0
21549041.IV.GAVE..EH,21549041,2,100.0,2418.0,2412.0,0,-0.0686964829965409,0.8716276288032532,stead,0.004365360910030702,0.2908319173498368,0.8716276288032532,0.0,7.1999999999999975,2400.0,1.0,-0.46774591925685594,0.3923928141593933,ida,-0.11563463908997029,0.17083191734983671,0.0,0.3923928141593933,7.079999999999997,0.399049436260315,True,True,0.06,0.18,16.416,0.4690183103084564,False,2412.0,2412.0,2412.0
21549041.IV.GAVE..HN,21549041,2,100.0,2380.0,2383.0,0,-0.07256483338690374,0.8649101257324219,stead,,-0.5891680826501631,0.8649101257324219,0.0,6.319999999999998,2367.0,1.0,-0.5338901305788766,0.34377074241638184,ida,,-0.7491680826501632,0.0,0.34377074241638184,6.1599999999999975,0.46132529719197285,True,True,0.03,0.13,16.634,0.4750688076019287,False,2383.0,2383.0,2383.0
21549041.IV.GUMA..HH,21549041,1,100.0,2269.0,2263.0,0,-0.530434334628633,0.9715430736541748,stead+ida,0.5958404953576171,0.40057720149290343,0.9715430736541748,0.6675229072570801,4.79,,,,,,,,0.0,0.0,,0.0,True,False,0.06,,4.513,,False,2263.0,2263.0,2263.0
21549041.IV.GUMA..HN,21549041,1,100.0,2238.0,2235.0,0,-0.6976756225108033,0.8009021878242493,stead+ida,0.62584049535762,0.07057720149290336,0.8009021878242493,0.6046351194381714,4.46,,,,,,,,0.0,0.0,,0.0,True,False,0.03,,2.652,,False,2235.0,2235.0,2235.0
21549041.IV.LNSS..HH,21549041,1,100.0,2472.0,2468.0,0,-0.652840798841979,0.9193074703216553,stead+ida,0.2569930615748781,0.08901549727274016,0.9193074703216553,0.6646715998649597,8.120000000000003,,,,,,,,0.0,0.0,,0.0,True,False,0.04,,6.855,,False,2468.0,2468.0,2468.0
21549041.IV.LNSS..HN,21549041,1,100.0,2420.0,2419.0,0,-0.04261678222354357,0.9182977676391602,stead+ida,0.28699306157487925,0.9790154972727372,0.9182977676391602,0.3540709614753723,9.01,,,,,,,,0.0,0.0,,0.0,True,False,0.01,,4.098,,False,2419.0,2419.0,2419.0
21549041.IV.MC2..EH,21549041,2,100.0,2443.0,2452.0,0,-36.8739586760846,0.9368469715118408,stead+ida,-0.5034836277723027,-0.3281823973082103,0.9368469715118408,0.5373029708862305,4.52,5929.0,1.0,-37.8723613692198,0.12719933688640594,ida,34.2665163722277,34.44181760269179,0.0,0.12719933688640594,39.29,0.9984026931352048,True,False,0.09,34.86,21.086,1.3471530091281199e-36,False,2452.0,2452.0,2452.0
21549041.IV.MDAR..HN,21549041,1,100.0,1873.0,1868.0,0,-0.4175804292146831,0.9770923852920532,stead+ida,-0.09434778611310701,0.15226875341081092,0.9770923852920532,0.6476540565490723,2.54,,,,,,,,0.0,0.0,,0.0,True,False,0.05,,18.026,,False,1868.0,1868.0,1868.0
21549041.IV.MF5..EH,21549041,1,100.0,2568.0,2577.0,0,-0.10071212198211632,0.8175655007362366,stead+ida,0.9395630319198798,0.46910391448133915,0.8175655007362366,0.5220059156417847,6.32,,,,,,,,0.0,0.0,,0.0,True,False,0.09,,7.255,,False,2577.0,2577.0,2577.0
21549041.IV.MML1..EH,21549041,2,100.0,1998.0,1999.0,0,-0.010721489898895693,0.9787852764129639,stead+ida,0.8711565331475395,0.5676587187194171,0.9787852764129639,0.28003188967704773,1.81,7502.0,1.0,-0.8861690260030509,0.1699351966381073,ida,55.90115653314754,55.59765871871942,0.0,0.1699351966381073,56.84,0.8754475361041553,True,False,0.01,55.04,32.303,0.0,False,1999.0,1999.0,1999.0
21549041.IV.MML1..HN,21549041,1,100.0,1705.0,1710.0,0,-0.02006895233516493,0.9606569409370422,stead+ida,0.9011565331475424,0.6076587187194171,0.9606569409370422,0.621935248374939,1.85,,,,,,,,0.0,0.0,,0.0,True,False,0.05,,34.332,,False,1710.0,1710.0,1710.0
21549041.IV.MMO1..EH,21549041,1,100.0,2249.0,2250.0,0,-19.487097686836023,0.8308151364326477,stead+ida,-0.07705496191544903,0.11393217027515945,0.8308151364326477,0.5832539796829224,5.53,,,,,,,,0.0,0.0,,0.0,True,False,0.01,,15.855,,False,2250.0,2250.0,2250.0
21549041.IV.MMO1..HN,21549041,2,100.0,2241.0,2251.0,1,-21.123590087831264,0.12293120473623276,ida,0.012945038084552607,-0.4260678297248406,0.0,0.12293120473623276,4.99,2266.0,0.0,-21.849390219375287,0.44252699613571167,stead,0.16294503808455119,-0.2760678297248411,0.44252699613571167,0.0,5.14,0.7258001315440232,True,True,0.1,0.25,-1.34,0.4753861427307129,False,2251.0,2251.0,2251.0
21549041.IV.MMUR..HN,21549041,1,100.0,2096.0,2098.0,0,-0.1419482354011791,0.7528445720672607,stead+ida,0.01633196100361367,-4.800092821685779,0.7528445720672607,0.4300619959831238,0.21,,,,,,,,0.0,0.0,,0.0,True,False,0.02,,3.095,,False,2098.0,2098.0,2098.0
21549041.IV.MPAG..EH,21549041,2,100.0,2662.0,2679.0,0,-0.11065309304702892,0.8014712333679199,stead,0.4901947780456446,0.3907632679255677,0.8014712333679199,0.0,8.51,2671.0,1.0,-0.34302316920397874,0.5035630464553833,ida,0.4101947780456463,0.31076326792556763,0.0,0.5035630464553833,8.43,0.23237007615694982,True,True,0.17,0.09,4.052,0.898858904838562,True,2671.0,2679.0,2679.0
21549041.IV.MPAG..HN,21549041,2,100.0,2462.0,2525.0,0,-1.2232086282421308,0.08660329878330231,ida,0.9501947780456454,-0.38923673207443166,0.0,0.08660329878330231,7.73,2518.0,1.0,-2.7153362088377166,0.004380139522254467,stead,0.8801947780456452,-0.45923673207443194,0.004380139522254467,0.0,7.66,1.4921275805955858,False,False,0.63,0.56,1.345,0.2235693633556366,False,2525.0,2525.0,2525.0
21549041.IV.MTL1..HN,21549041,3,100.0,1973.0,1970.0,0,-0.3106238765464159,0.544036328792572,stead,0.29657964411113813,-0.17193652521330227,0.544036328792572,0.0,2.1899999999999977,1963.0,1.0,-0.5804133196885194,0.31327882409095764,ida,0.22657964411113785,-0.2419365252133021,0.0,0.31327882409095764,2.119999999999998,0.2697894431421035,True,True,0.03,0.1,2.43,0.6702420115470886,True,1963.0,1970.0,1970.0
21549041.IV.MTRA..EH,21549041,1,100.0,2615.0,2613.0,0,-0.02542402736719919,0.9504230618476868,stead+ida,-0.05064752028507513,0.05197769357339066,0.9504230618476868,0.6558384895324707,7.54,,,,,,,,0.0,0.0,,0.0,True,False,0.02,,5.382,,False,2613.0,2613.0,2613.0
21549041.IV.MTRA..HN,21549041,2,100.0,2577.0,2576.0,0,-0.06470377848700207,0.8786157965660095,stead,-0.04064752028507357,0.13197769357339073,0.8786157965660095,0.0,7.62,2567.0,1.0,-0.35636191516247756,0.4903068542480469,ida,-0.13064752028507343,0.04197769357339087,0.0,0.4903068542480469,7.53,0.29165813667547547,True,True,0.01,0.1,5.648,0.48848792910575867,False,2576.0,2576.0,2576.0
21549041.IV.MURB..HH,21549041,2,100.0,2346.0,2361.0,0,-0.22755329119088302,0.6343803405761719,stead,0.6062871134404304,0.2165969756462074,0.6343803405761719,0.0,6.099999999999998,2347.0,1.0,-0.6178747728086774,0.29061684012413025,ida,0.46628711344042983,0.07659697564620682,0.0,0.29061684012413025,5.959999999999997,0.3903214816177944,True,True,0.15,0.01,8.864,0.8604273200035095,True,2347.0,2361.0,2361.0
21549041.IV.MURB..HN,21549041,2,100.0,2415.0,2426.0,1,-2.5851842004635803,0.010671869851648808,stead,0.5662871134404313,-6.043403024353791,0.010671869851648808,0.0,-0.16,5817.0,0.0,-38.00448699385481,0.09766118228435516,ida,34.47628711344043,27.86659697564621,0.0,0.09766118228435516,33.75,35.41930279339123,True,False,0.11,34.02,1.721,1.227500792296558e-35,False,2426.0,2426.0,2426.0
21549041.IV.NRCA..HH,21549041,2,100.0,2182.0,2189.0,0,-0.5165314995652228,0.9008973836898804,stead,-0.22443590216213316,0.06707852436483286,0.9008973836898804,0.0,5.11,2179.0,1.0,-0.5418229910688688,0.665298342704773,ida,-0.3244359021621346,-0.032921475635167674,0.0,0.665298342704773,5.01,0.025291491503645958,True,True,0.07,0.03,25.163,0.3727734088897705,False,2189.0,2189.0,2189.0
21549041.IV.NRCA..HN,21549041,2,100.0,2195.0,2204.0,0,-0.5303792279162789,0.8770705461502075,stead,-0.20443590216213536,0.07707852436482998,0.8770705461502075,0.0,5.119999999999997,2191.0,1.0,-0.5491617417060197,0.612964928150177,ida,-0.33443590216213437,-0.05292147563516991,0.0,0.612964928150177,4.9899999999999975,0.01878251378974083,True,True,0.09,0.04,27.406,0.34756898880004883,False,2204.0,2204.0,2204.0
21549041.IV.PF6..EH,21549041,1,100.0,1852.0,1859.0,0,-0.033067545353284336,0.9360044002532959,stead+ida,-0.2374180642076933,0.13670474614431471,0.9360044002532959,0.6190570592880249,2.78,,,,,,,,0.0,0.0,,0.0,True,False,0.07,,28.679,,False,1859.0,1859.0,1859.0
21549041.IV.PIEI..HH,21549041,1,100.0,2503.0,2509.0,0,-0.12761082350532477,0.7747447490692139,stead+ida,0.1451472117010475,0.35311998703262404,0.7747447490692139,0.5338532328605652,8.510000000000002,,,,,,,,0.0,0.0,,0.0,True,False,0.06,,10.045,,False,2509.0,2509.0,2509.0
21549041.IV.PIEI..HN,21549041,1,100.0,2416.0,2436.0,0,-0.6525062010738287,0.33888188004493713,stead+ida,0.28514721170104806,0.24311998703262283,0.33888188004493713,0.2121783196926117,8.4,,,,,,,,0.0,0.0,,0.0,True,False,0.2,,3.875,,False,2436.0,2436.0,2436.0
21549041.IV.RM33..EH,21549041,1,100.0,2712.0,2714.0,0,-1.7923786433697395,0.7120872735977173,stead+ida,0.5714019037840465,-2.273332472046177,0.7120872735977173,0.4085755944252014,7.219999999999998,,,,,,,,0.0,0.0,,0.0,True,False,0.02,,5.193,,False,2714.0,2714.0,2714.0
