trace_name,event_id,p_switch,margin_fixed,c1_ok,c2_ok,ok_scalar
16860661.IV.CESI..HH,16860661,0.5081225633621216,0.14379245431247198,True,True,True
16860661.IV.CSP1..EH,16860661,0.5499758124351501,0.08857727426319117,True,True,True
16860661.IV.MMO1..HN,16860661,0.9521745443344116,0.7345874046849659,False,False,False
16864561.IV.CELI..HH,16864561,0.5401976704597473,2.211195234373932,False,False,False
16864561.IV.LADO..EH,16864561,0.7859600186347961,0.6509255532790703,False,False,False
16864561.IV.PIPA..HN,16864561,0.7225510478019714,0.542187827848922,False,False,False
16864561.MN.TIP..HH,16864561,0.871235191822052,0.04844729939783199,False,False,False
16864561.MN.TIP..HN,16864561,0.8831033706665039,7.8824332122822085,False,False,False
16865231.IV.T1216..EH,16865231,0.6601843237876892,1.0361873122495755,True,True,True
16865231.IV.T1218..HN,16865231,0.640341579914093,0.10851400163818425,True,True,True
16868161.IV.EL6..EH,16868161,0.6512808799743652,0.1326375749957308,True,True,True
16868161.IV.SNTG..HH,16868161,0.650576651096344,0.2538902513808866,True,True,True
16868161.IV.SNTG..HN,16868161,0.7218095064163208,0.221729297830492,True,True,True
16868161.IV.T1221..EH,16868161,0.7410536408424377,0.24651432612418256,True,True,True
16869751.IV.CAFI..HH,16869751,0.7973949909210205,0.19818646000696383,False,False,False
16869751.IV.MGAB..HH,16869751,0.7890873551368713,0.077051078945375,True,True,True
16869751.IV.SACS..HH,16869751,0.5461667776107788,0.15751947055633161,True,True,True
16870841.IV.MMO1..HN,16870841,1.0,1.4758534540567254,False,False,False
16872621.IV.CESI..HH,16872621,0.657293438911438,0.22211123815872869,True,True,True
16872621.IV.T1214..EH,16872621,0.5361219644546509,0.14179620849736851,True,True,True
16873191.IV.SMA1..EH,16873191,0.8389149308204651,0.006842193833886956,True,True,True
16873191.IV.T1218..EH,16873191,0.5512592792510986,0.21050799418998878,True,True,True
16873621.IV.CELI..HN,16873621,1.0,5.316291240241611,False,False,False
16873621.IV.MSRU..HH,16873621,0.7862899899482727,0.648576971242819,True,True,True
16874401.IV.CAR1..HH,16874401,0.8615583777427673,0.34690250182370014,True,True,True
16874401.IV.CAR1..HN,16874401,0.7776457071304321,3.471228020264512,False,False,False
16874531.IV.APPI..EH,16874531,0.6365615725517273,0.4604915361339874,True,True,True
16874531.IV.FVI..HH,16874531,0.7996389865875244,0.5324150260303635,True,True,True
16874531.IV.STAL..HN,16874531,0.5940220355987549,3.536005873635956,True,True,True
16874531.OX.CGRP..HH,16874531,0.7912854552268982,0.18051395723936536,True,True,True
16874531.OX.CGRP..HN,16874531,0.8082141876220703,0.2672172165664173,True,True,True
16874531.OX.MPRI..HH,16874531,0.8225461840629578,0.5116597952925188,False,False,False
16874531.OX.ZOU2..HN,16874531,0.8148958683013916,0.3953104783149697,False,False,False
16874531.RF.GEPF..HH,16874531,0.7575429081916809,0.7627642658426284,False,False,False
16876161.IV.T1211..EH,16876161,0.5510492324829102,0.2948028213615864,True,False,False
16876161.IV.T1211..HN,16876161,0.5229092836380005,0.4468732388858581,True,True,True
16876161.IV.T1219..EH,16876161,0.5980855226516724,0.03514801596452749,True,True,True
16876161.IV.T1256..HH,16876161,0.6168149709701538,0.02007827533062534,True,True,True
16876161.IV.TERO..HH,16876161,0.5222159624099731,0.08401484175843721,True,True,True
16876161.IV.TERO..HN,16876161,0.5854873061180115,0.03544615401476603,True,True,True
16877161.IV.T1221..HN,16877161,0.5882670283317566,1.13660787735851,True,True,True
16882231.IV.FOSV..HN,16882231,0.829668402671814,0.6065748439628322,True,True,True
16882231.IV.GUMA..HH,16882231,0.8407946825027466,0.5498461885774741,True,True,True
16882231.IV.MTRA..EH,16882231,0.7497982382774353,0.17952399762689805,True,True,True
16882231.IV.MTRA..HN,16882231,0.6658163070678711,0.19834820747395,True,True,True
16882231.IV.SNTG..HH,16882231,0.667946994304657,0.6817632911497076,True,True,True
16882231.IV.T1214..EH,16882231,0.5770165920257568,3.336525915777333,True,True,True
16886921.IV.TRIV..HN,16886921,0.6237285137176514,0.17595955140807007,False,False,False
16888371.IV.BDI..HN,16888371,1.0,0.6656507732226444,False,False,False
16888371.IV.SALO..HH,16888371,0.6678208708763123,1.0228404538365123,True,True,True
16888371.IV.SALO..HN,16888371,0.759077787399292,0.22751763937563108,True,True,True
16891381.IV.HMDC..HH,16891381,0.7911957502365112,0.22408934132936542,False,False,False
16891381.MN.WDD..HN,16891381,1.0,1.2953693495093053,False,False,False
16893351.IV.CESX..HH,16893351,0.6884872913360596,0.39873266291082543,True,True,True
16893351.IV.FEMA..HN,16893351,0.5937204360961914,0.03692425748179862,True,True,True
16893351.IV.MMO1..EH,16893351,0.6778551340103149,0.15903496002223783,True,True,True
16893351.IV.MTRA..HN,16893351,0.6451113820075989,0.17552695419254585,True,True,True
16893351.IV.SNTG..HH,16893351,0.6919544339179993,0.013518920696244718,True,True,True
16893351.IV.T1211..EH,16893351,0.5322757959365845,0.23446933885275034,True,True,True
16893351.IV.T1211..HN,16893351,0.6024863719940186,0.4743671253759967,True,True,True
16893351.IV.T1244..EH,16893351,0.7559224963188171,0.10650562778221029,True,True,True
16893351.IV.T1244..HN,16893351,0.8085005283355713,0.055543313642549164,True,True,True
16893351.IV.T1299..EH,16893351,0.8017286658287048,0.12139317947756845,True,True,True
16893351.IV.T1299..HN,16893351,0.9627454280853271,0.09148439663697783,False,True,True
16893351.IV.TERO..HH,16893351,0.5551115870475769,0.2008814401541188,True,True,True
16895471.IV.MMO1..EH,16895471,0.5779265761375427,0.1391664526893428,True,True,True
16895471.IV.MMO1..HN,16895471,1.0,1.911035607028026,False,False,False
16899251.IV.MMO1..HN,16899251,1.0,1.3058106619506447,False,False,False
16899251.IV.T1211..EH,16899251,0.5111650228500366,0.09598886586730693,True,True,True
16899251.IV.T1211..HN,16899251,0.5935789942741394,0.04371949999675295,True,True,True
16899251.IV.T1221..HN,16899251,0.5523020029067993,0.19891365233480052,True,True,True
16899251.IV.TERO..HH,16899251,0.6183948516845703,0.23198416535205035,True,True,True
16899251.IV.TERO..HN,16899251,0.5347211956977844,0.1755002024122363,True,True,True
16899731.IV.GUMA..HN,16899731,0.7703874111175537,0.3008572933264837,True,True,True
16899731.IV.SMA1..EH,16899731,0.6644259095191956,0.12921031523412957,True,True,True
16899731.IV.T1213..EH,16899731,0.6298573613166809,0.0732068812332396,True,True,True
16899731.IV.T1213..HN,16899731,0.6176934242248535,0.7565800075509121,True,True,True
16899731.IV.T1214..HN,16899731,0.5858659744262695,0.016330683617105213,True,True,True
16899731.IV.T1216..EH,16899731,0.5314526557922363,0.03406707048824886,True,True,True
16899731.IV.T1218..EH,16899731,0.5295426249504089,0.29734254632331814,True,True,True
16899731.IV.T1299..EH,16899731,0.8055643439292908,0.06077394884689591,True,True,True
16899731.IV.T1299..HN,16899731,0.8351531624794006,0.13592009981555697,True,True,True
16900071.IV.CESI..HH,16900071,0.6496464014053345,0.6862066448303801,True,True,True
16900071.IV.FDMO..HH,16900071,0.5300036072731018,0.09944764815618079,True,True,True
16900071.IV.FEMA..HN,16900071,0.6279504299163818,0.4979851233218149,True,True,True
16900071.IV.MC2..EH,16900071,0.7557446956634521,1.3922873121724395,True,True,True
16900071.IV.MMO1..HN,16900071,0.6248752474784851,0.25822190222729713,True,True,True
16900071.IV.SMA1..EH,16900071,0.5803763270378113,1.4475459620469522,True,True,True
16900071.IV.T1211..EH,16900071,0.5358585715293884,0.5221927984003583,True,True,True
16900071.IV.T1216..EH,16900071,0.6409810781478882,0.20115519886684963,True,True,True
16900071.IV.T1216..HN,16900071,0.582560122013092,0.20327984425651202,True,True,True
16900071.IV.T1221..HN,16900071,0.5855965614318848,0.12830277837346898,True,True,True
16901091.IV.CERA..HH,16901091,0.5829448699951172,0.10283568461069048,True,True,True
16901091.IV.GIUL..HH,16901091,0.8937477469444275,0.13793366160751985,False,True,True
16901091.IV.INTR..HH,16901091,0.8665775060653687,0.08644310843361358,True,True,True
16901091.IV.INTR..HN,16901091,0.8734014630317688,0.15803310229029136,True,True,True
16901091.IV.LRP..EH,16901091,0.6378278136253357,0.17122100613774396,True,True,True
16901091.IV.PTQR..HH,16901091,0.8789526224136353,0.015645413317562862,True,True,True
16901091.IV.VCEL..EH,16901091,0.883560299873352,0.23931904495470535,False,True,True
16901711.IV.CESI..HH,16901711,0.5550863146781921,0.3989637929058304,True,True,True
16901711.IV.FDMO..HH,16901711,0.517331063747406,0.04423531350227028,True,True,True
16901711.IV.LNSS..HH,16901711,0.5093439221382141,0.12406588644402591,True,True,True
16901711.IV.RM33..HN,16901711,0.5960549116134644,0.22268674923302045,True,True,True
16901711.IV.SNTG..HH,16901711,0.834997832775116,0.09389864682438132,True,True,True
16901711.IV.SNTG..HN,16901711,0.8371808528900146,0.09741228405430769,True,True,True
16901711.IV.T1211..HN,16901711,0.659466028213501,0.0514528285015563,True,True,True
16901711.IV.T1221..HN,16901711,0.724490225315094,0.11725480136801453,True,True,True
16901951.IV.CESI..HH,16901951,0.6413648128509521,0.2418584129987068,True,True,True
16901951.IV.RM33..EH,16901951,0.8915061354637146,0.13608792815061305,True,True,True
16901951.IV.RM33..HN,16901951,0.8500632643699646,0.11523593294256607,True,True,True
16901951.IV.T1214..EH,16901951,0.5735505223274231,0.26289114611445485,True,True,True
16901951.IV.T1214..HN,16901951,0.6341875195503235,0.16944200234215956,True,True,True
16902321.IV.CESI..HH,16902321,0.9068440198898315,0.03847054937982797,True,True,True
16902321.IV.RM33..HN,16902321,0.5427721738815308,0.5251089538757139,True,True,True
16903281.IV.EL6..EH,16903281,0.8308452367782593,0.055303927843862066,True,True,True
16903281.IV.FDMO..HH,16903281,0.5672516226768494,0.11948247886651586,True,True,True
16903281.IV.GUMA..HN,16903281,0.8332416415214539,0.18272715967550512,True,True,True
16903281.IV.LNSS..HH,16903281,0.719806432723999,0.312487450275008,True,True,True
16903281.IV.MC2..EH,16903281,0.6272426843643188,0.08697933329545515,False,False,False
16903281.IV.MOMA..HN,16903281,0.8410389423370361,0.24805481113618233,True,True,True
16903281.IV.SEF1..HN,16903281,0.6436299085617065,0.15355605495012759,True,True,True
16903281.IV.T1211..HN,16903281,0.5233574509620667,0.7038973969009724,True,True,True
16903281.IV.T1218..EH,16903281,0.5541864037513733,0.19919748480510396,True,True,True
16903281.IV.T1218..HN,16903281,0.556952953338623,0.26292999856906196,True,True,True
16903281.IV.T1244..EH,16903281,0.8227697014808655,0.2824207130095118,True,True,True
16903281.IV.T1244..HN,16903281,0.8464760184288025,0.22113913591655088,True,True,True
16904441.IV.AIO..HH,16904441,0.8553627729415894,0.4707392997653772,False,False,False
16904441.IV.MSRU..HH,16904441,0.5600298047065735,0.4242677917054465,True,True,True
16904441.IV.PLAC..HN,16904441,1.0,2.841533645260391,False,False,False
16907521.IV.T1211..EH,16907521,0.6215939521789551,0.4910750885392292,True,True,True
16907521.IV.T1211..HN,16907521,0.688482940196991,0.3032459810683872,True,True,True
16908041.IV.MMO1..HN,16908041,1.0,0.047731553290176976,False,False,False
16908041.IV.T1218..EH,16908041,0.5279344320297241,0.07588269453777591,True,True,True
16908731.IV.NRCA..HH,16908731,0.5428764224052429,0.10727136650842095,True,True,True
16908731.IV.T1213..EH,16908731,1.0,3.2981854233340187,False,False,False
16908731.IV.T1213..HN,16908731,1.0,3.8885870564913105,False,False,False
16908731.IV.T1218..EH,16908731,0.9971849322319031,8.001126937882017,False,True,True
16909181.IV.T1214..HN,16909181,0.9112352728843689,2.5691624850150703,False,False,False
16909181.IV.T1221..HN,16909181,1.0,3.42639817085783,False,False,False
16909211.IV.CESI..HH,16909211,0.8716274499893188,0.4309432332627806,False,True,True
16909211.IV.CSP1..EH,16909211,0.9131261706352234,0.20519163724648792,True,True,True
16909211.IV.FDMO..HH,16909211,0.6276152729988098,0.46545950678338976,True,True,True
16909211.IV.FEMA..HN,16909211,0.8741703033447266,0.21956035655071932,True,True,True
16909211.IV.GIGS..HH,16909211,0.6339558959007263,0.20046377672486343,True,True,True
16909211.IV.GUMA..HH,16909211,0.9104477763175964,0.3092799779199892,False,False,False
16909211.IV.MC2..EH,16909211,0.7359450459480286,0.32233730489189755,True,True,True
16909211.IV.T1214..EH,16909211,0.5207442045211792,0.13326760038941388,True,True,True
16909211.IV.T1221..EH,16909211,0.5148525834083557,0.4987147355045831,True,True,True
16909211.IV.T1247..HH,16909211,0.7792158126831055,0.146416209015155,True,True,True
16909561.IV.MMO1..HN,16909561,1.0,3.613329417259955,False,False,False
16909561.IV.SEF1..HN,16909561,0.5179683566093445,0.20558834086080097,True,True,True
16909561.IV.SNTG..HN,16909561,0.7096912860870361,0.011389463829737156,True,True,True
16915671.IV.CSP1..EH,16915671,0.7954993844032288,0.41299823177117023,True,True,True
16915671.IV.MC2..EH,16915671,0.7333377599716187,0.6412879391812707,True,True,True
16915671.IV.MMO1..EH,16915671,0.5012990236282349,0.24504053784257707,True,True,True
16915671.IV.SEF1..HN,16915671,0.7553084492683411,1.0056193255419572,True,True,True
16915671.IV.SNTG..HH,16915671,0.71849125623703,0.6331998480205758,True,True,True
16915671.IV.SNTG..HN,16915671,0.7268545627593994,0.8470781791025566,True,True,True
16915671.IV.T1221..EH,16915671,0.757244884967804,0.22261868789989758,True,True,True
16915791.IV.ARRO..EH,16915791,0.7608098983764648,0.064623468921706,True,True,True
16915791.IV.ARVD..HH,16915791,0.8052635788917542,1.0095929071941274,True,True,True
16915791.IV.ATCC..HN,16915791,0.7904235124588013,1.097443005420148,True,True,True
16915791.IV.ATFO..HH,16915791,0.8423625826835632,0.5147109604754943,True,True,True
16915791.IV.ATFO..HN,16915791,0.8924010396003723,1.4311359076175059,True,True,True
16915791.IV.CESX..HH,16915791,0.7032829523086548,0.07777591230141001,True,True,True
16915791.IV.FIU1..HN,16915791,0.5693930387496948,1.1781037088386874,True,True,True
16915791.IV.FRON..EH,16915791,0.8384600281715393,0.7075331181132603,True,True,True
16915791.IV.GAG1..HN,16915791,0.657313346862793,2.316580305133776,True,True,True
16915791.IV.GUMA..HH,16915791,0.5586536526679993,0.05464752239355031,True,True,True
16915791.IV.INTR..HH,16915791,0.9995275735855103,0.25787862722153676,False,False,False
16915791.IV.MC2..EH,16915791,0.634728729724884,0.22412993351989963,True,True,True
16915791.IV.MTRA..EH,16915791,0.5473756790161133,0.09141738446819087,True,True,True
16915791.IV.MTRA..HN,16915791,0.7143179774284363,0.21378868432811945,True,True,True
16915791.IV.MURB..HH,16915791,0.84158855676651,1.1382276151339106,True,True,True
16915791.IV.MURB..HN,16915791,0.8470649719238281,0.6159870644095347,True,True,True
16915791.IV.PIO1..HN,16915791,0.5641307830810547,0.6492186210426247,True,True,True
16915791.IV.SEF1..HN,16915791,0.6836998462677002,0.8456358773080144,True,True,True
16915791.IV.SNTG..HN,16915791,0.5518256425857544,0.6308935055953953,True,True,True
16915791.IV.SSFR..HH,16915791,0.8243834972381592,0.5319323137767595,True,True,True
16915791.IV.SSFR..HN,16915791,0.7972919940948486,1.0299479139214789,True,True,True
16915791.IV.T1211..HN,16915791,0.7215108275413513,0.04288793730532703,True,True,True
16915791.IV.T1213..EH,16915791,0.5321128368377686,1.9706208870080477,False,True,True
16915791.IV.T1218..EH,16915791,0.6025736331939697,0.1281679464212493,True,True,True
16916001.IV.GUMA..HH,16916001,0.8195658326148987,0.030553873006666787,True,True,True
16916001.IV.MC2..EH,16916001,1.0,0.04183381183131729,False,False,False
16916001.IV.MOMA..HH,16916001,0.876314103603363,0.13528163322985876,False,False,False
16916001.IV.MTRA..EH,16916001,0.8360817432403564,0.31287223383126495,False,False,False
16916001.IV.T1218..HN,16916001,0.8141014575958252,0.3295996229260325,False,False,False
16916001.IV.T1299..EH,16916001,0.8804205060005188,0.23156878346122767,False,False,False
16916341.IV.ATCC..EH,16916341,0.8729822039604187,2.654424635891587,True,False,False
16916341.IV.ATCC..HN,16916341,0.8462681174278259,1.2931969654720232,True,True,True
16916341.IV.FIU1..HN,16916341,0.7237358689308167,0.5675735993520528,True,True,True
16916341.IV.GAG1..HN,16916341,0.7479584217071533,0.8218040849036772,True,True,True
16916341.IV.PIO1..HN,16916341,0.5812160968780518,0.41960953149560964,True,True,True
16916341.IV.SEF1..HN,16916341,0.6472203135490417,0.543487547406988,True,True,True
16916341.IV.SNTG..HN,16916341,0.5626627206802368,0.5645696088813796,True,True,True
16916341.IV.T1214..HN,16916341,0.6653414368629456,0.3936987405617369,True,True,True
16916341.IV.T1218..EH,16916341,0.69742751121521,2.9756066823204854,False,True,True
16916341.IV.T1221..HN,16916341,0.8899514675140381,0.17390158127534236,True,True,True
16916651.IV.ARVD..HH,16916651,0.8005031943321228,0.7024422920130293,True,True,True
16916651.IV.ATCC..EH,16916651,0.8460726141929626,0.36616100754183856,True,True,True
16916651.IV.ATCC..HN,16916651,0.8357517123222351,0.3942614352601368,True,True,True
16916651.IV.CAMP..HH,16916651,0.6515058279037476,0.027943264336664164,True,True,True
16916651.IV.CESI..HH,16916651,0.5000888705253601,0.27936797809340697,True,True,True
16916651.IV.GUMA..HN,16916651,0.9148145318031311,0.2589709942833962,True,True,True
16916651.IV.LNSS..HH,16916651,0.5940651297569275,0.291849221848393,True,True,True
16916651.IV.MTRA..EH,16916651,0.637889564037323,0.322478153376836,True,True,True
16916651.IV.RM33..HN,16916651,0.6976320147514343,0.14956754272754136,True,True,True
16916651.IV.T1211..EH,16916651,0.6904604434967041,0.1838437686923955,True,True,True
16916651.IV.T1211..HN,16916651,0.6832343339920044,0.4217743768377762,True,True,True
16916651.IV.T1221..EH,16916651,0.566654622554779,0.10069096864026922,True,True,True
16916651.IV.TERO..HH,16916651,0.6552156209945679,0.10193697758981135,True,True,True
16916651.IV.TERO..HN,16916651,0.6834592819213867,0.032828154412556154,True,True,True
16917101.IV.LNSS..HH,16917101,0.5240790843963623,0.14531902036000072,True,True,True
16917101.IV.T1247..HH,16917101,0.5038197040557861,0.2785442914546944,True,True,True
16917551.IV.CING..HH,16917551,0.7119931578636169,0.560293942661449,True,True,True
16917551.IV.GUMA..HN,16917551,1.0,1.680033637592821,False,False,False
16917551.IV.NRCA..HH,16917551,0.8546938896179199,2.8369029748805197,False,True,True
16917551.IV.NRCA..HN,16917551,0.6370403170585632,0.867775251409995,True,True,True
16918891.IV.CAR1..HN,16918891,1.0,2.363212197781483,False,False,False
16918891.IV.SPS2..HH,16918891,0.7805617451667786,0.5588748635361966,True,True,True
16921981.GU.MGRO..HH,16921981,0.6905249953269958,0.17383769516115577,False,True,True
16921981.GU.PZZ..HH,16921981,0.5010271668434143,0.1983408758959333,True,True,True
16922461.IV.CESI..HH,16922461,0.6158318519592285,0.31855802166772307,True,True,True
16922461.IV.CSP1..EH,16922461,0.510214626789093,0.009639066164389698,True,True,True
16922461.IV.FEMA..HN,16922461,0.6265762448310852,0.16960933475214368,True,True,True
16922461.IV.RM33..EH,16922461,0.5282013416290283,0.27754834772557124,True,True,True
16922461.IV.RM33..HN,16922461,0.5453278422355652,0.3227047297529224,True,True,True
16922461.IV.T1218..HN,16922461,0.5705421566963196,0.19829170213750186,True,True,True
16922501.IV.CSLB..HH,16922501,0.6880788207054138,0.3244571613073659,False,True,True
16924101.IV.LNSS..HH,16924101,0.5741915702819824,0.6747212453173428,True,True,True
16924101.IV.MC2..EH,16924101,0.6194379925727844,0.11908781107059507,True,True,True
16924101.IV.T1299..EH,16924101,0.5984015464782715,0.3523663802929816,True,True,True
16925011.IV.AIO..HH,16925011,0.9066615700721741,0.5999145738262942,True,False,False
16925011.IV.CET2..HH,16925011,0.703565776348114,0.4162388149211509,False,True,True
16925011.IV.MSRU..HH,16925011,0.6196251511573792,0.3960024758055914,True,False,False
16925011.MN.WDD..HH,16925011,0.6706374287605286,0.5557994557758517,True,True,True
16925011.MN.WDD..HN,16925011,1.0,2.5410227843239377,False,False,False
16927911.IV.FAGN..HH,16927911,0.7722554206848145,0.24290385503908288,True,True,True
16927911.IV.INTR..HH,16927911,0.8450671434402466,0.22419083597873102,False,False,False
16927911.IV.LNSS..HH,16927911,0.5658031702041626,0.9484126864739624,True,True,True
16927911.IV.SMA1..EH,16927911,0.6867743730545044,0.23728512427912074,True,True,True
16927911.IV.T0110..HH,16927911,0.8400293588638306,0.5064032595913214,False,False,False
16927911.IV.T1218..EH,16927911,0.8460050821304321,0.014494180240559373,False,False,False
16927911.IV.T1299..HN,16927911,0.9999146461486816,13.958578740304059,False,True,True
16929971.IV.CELI..HN,16929971,0.7350814938545227,0.611727288999127,True,True,True
16929971.IV.JOPP..HH,16929971,0.5488358736038208,0.1811137677428829,True,True,True
16929971.IV.MTTG..HH,16929971,0.8276663422584534,0.4793735652753943,False,False,False
16929971.IV.PLAC..HH,16929971,0.8687591552734375,0.2996378443303847,True,True,True
16929971.IV.SERS..HN,16929971,0.7592740058898926,0.7229329293189295,False,False,False
16930411.IV.HMDC..HH,16930411,0.5644522905349731,2.027342558735975,True,True,True
16930411.IV.USI..HH,16930411,0.8980380892753601,0.14600984892518118,True,True,True
16932531.IV.ARRO..EH,16932531,0.8161154389381409,0.11742796315867199,True,True,True
16932531.IV.ATCC..EH,16932531,0.8517469763755798,0.045777372757548784,True,True,True
16932531.IV.CING..HH,16932531,0.8654657602310181,0.08210259161408151,True,True,True
16932531.IV.GUMA..HN,16932531,0.917980432510376,0.07685608825688506,True,True,True
16932531.IV.MOMA..HH,16932531,0.7985664010047913,0.17694957693296615,True,True,True
16932531.IV.MOMA..HN,16932531,0.8248593211174011,0.2899002946199607,True,True,True
16932531.IV.MURB..HH,16932531,0.8525738716125488,0.04167115859562598,False,False,False
16932531.IV.SMA1..EH,16932531,0.5439434051513672,0.2644961888317314,True,True,True
16932531.IV.SNTG..HH,16932531,0.5534012317657471,0.14696083587442926,True,True,True
16932531.IV.SNTG..HN,16932531,0.6178896427154541,0.10683342883624453,True,True,True
16932531.IV.T1211..HN,16932531,0.5135645270347595,0.3112549005590453,True,True,True
16932531.IV.T1247..HH,16932531,0.6703871488571167,1.0710944879784314,True,True,True
16935121.IV.ARVD..HH,16935121,0.6827597618103027,0.5615152408572015,True,True,True
16935121.IV.NRCA..HH,16935121,0.5928739309310913,0.28609050744404385,True,True,True
16935121.IV.SMA1..EH,16935121,0.6067116856575012,0.08423096030173716,True,True,True
16935121.IV.SSFR..HN,16935121,0.8887476325035095,0.08725556910850685,True,True,True
16935121.IV.T1213..EH,16935121,0.5160033106803894,0.9466181119950541,True,True,True
16935121.IV.T1218..EH,16935121,0.6411685943603516,0.1906172137457191,True,True,True
16935121.IV.T1218..HN,16935121,0.6674875020980835,0.2525363915924496,True,True,True
16935121.IV.T1221..HN,16935121,0.7620323896408081,0.13606798882396554,True,True,True
16935121.IV.T1299..HN,16935121,0.8656068444252014,0.1138143626809418,True,True,True
